"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
meningitis_eos_chk,end_of_study,,radio,Meningitis,"1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
lepto_eos_chk,end_of_study,,radio,Leptospirosis,"1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
scrubty_eos_chk,end_of_study,,radio,"Scrub typhus","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
septicemia_eso_chk,end_of_study,,radio,Septicemia,"1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
vhep_eos_chk,end_of_study,,radio,"Viral hepatitis","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
hiv_eos_chk,end_of_study,,radio,HIV,"1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
gi_infect_eos_chk,end_of_study,,radio,"Gi infection (diarrhea)","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
pneumonia_eos_chk,end_of_study,,radio,Pneumonia,"1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
other1_eos_chk,end_of_study,,radio,"Other 1","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
other2_eos_chk,end_of_study,,radio,"Other 2","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing",,,,,,,,,,co_infections,,
other1_spec_eos,end_of_study,,text,"Other 1 , specify",,,,,,,"[other1_eos_chk] = '1' or [other1_eos_chk] = '2' or [other1_eos_chk] = '3'",,RH,,,,
other2_spec_eos,end_of_study,,text,"Other 2, specify",,,,,,,"[other2_eos_chk] = '1' or [other2_eos_chk] = '2' or [other2_eos_chk] = '3'",,RH,,,,
treat_finish_eos_rad,end_of_study,,radio,"Did the participant finish his/her malaria treatment?","1, Yes | 2, No | 3, Unknown | 88888, missing",,,,,,,,RH,,,,
drug1_name_eos,end_of_study,,text,"Drug 1 name",,,,,,,,,RH,,,,
drug1_dose_eos,end_of_study,,text,"Drug 1 dose",,,,,,,,,RH,,,,
drug1_freq_eos,end_of_study,,text,"Drug 1 frequency",,,,,,,,,RH,,,,
drug1_route_eos_rad,end_of_study,,radio,"Drug 1 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing",,,,,,,,LH,,,,
drug1_rxlen_eos,end_of_study,,text,"Drug 1 length of prescription",,,,,,,,,LH,,,,
drug2_name_eos,end_of_study,,text,"Drug 2 name",,,,,,,"[drug1_name_eos] <> """"",,RH,,,,
drug2_dose_eos,end_of_study,,text,"Drug 2 dose",,,,,,,"[drug1_name_eos] <> """"",,RH,,,,
drug2_freq_eos,end_of_study,,text,"Drug 2 frequency",,,,,,,"[drug1_name_eos] <> """"",,RH,,,,
drug2_route_eos_rad,end_of_study,,radio,"Drug 2 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing",,,,,,"[drug1_name_eos] <> """"",,LH,,,,
drug2_rxlen_eos,end_of_study,,text,"Drug 2 length of prescription",,,,,,,"[drug1_name_eos] <> """"",,LH,,,,
drug3_name_eos,end_of_study,,text,"Drug 3 name",,,,,,,"[drug2_name_eos] <> """"",,RH,,,,
drug3_dose_eos,end_of_study,,text,"Drug 3 dose",,,,,,,"[drug2_name_eos] <> """"",,RH,,,,
drug3_freq_eos,end_of_study,,text,"Drug 3 frequency",,,,,,,"[drug2_name_eos] <> """"",,RH,,,,
drug3_route_eos_rad,end_of_study,,radio,"Drug 3 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing",,,,,,"[drug2_name_eos] <> """"",,LH,,,,
drug3_rxlen_eos,end_of_study,,text,"Drug 3 length of prescription",,,,,,,"[drug2_name_eos] <> """"",,LH,,,,
drug4_name_eos,end_of_study,,text,"Drug 4 name",,,,,,,"[drug3_name_eos] <> """"",,RH,,,,
drug4_dose_eos,end_of_study,,text,"Drug 4 dose",,,,,,,"[drug3_name_eos] <> """"",,RH,,,,
drug4_freq_eos,end_of_study,,text,"Drug 4 frequency",,,,,,,"[drug3_name_eos] <> """"",,RH,,,,
drug4_route_eos_rad,end_of_study,,radio,"Drug 4 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing",,,,,,"[drug3_name_eos] <> """"",,LH,,,,
drug4_rxlen_eos,end_of_study,,text,"Drug 4 length of prescription",,,,,,,"[drug3_name_eos] <> """"",,LH,,,,
drug5_name_eos,end_of_study,,text,"Drug 5 name",,,,,,,"[drug4_name_eos] <> """"",,RH,,,,
drug5_dose_eos,end_of_study,,text,"Drug 5 dose",,,,,,,"[drug4_name_eos] <> """"",,RH,,,,
drug5_freq_eos,end_of_study,,text,"Drug 5 frequency",,,,,,,"[drug4_name_eos] <> """"",,RH,,,,
drug5_route_eos_rad,end_of_study,,radio,"Drug 5 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing",,,,,,"[drug4_name_eos] <> """"",,LH,,,,
drug5_rxlen_eos,end_of_study,,text,"Drug 5 length of prescription",,,,,,,"[drug4_name_eos] <> """"",,LH,,,,
notes_eos,end_of_study,,notes,Notes,,,,,,,,,LH,,,,
form_completed_by_eos,end_of_study,,text,"Form completed by",,,,,,,,,RH,,,,
date_completed_by_eos,end_of_study,,text,Date,,dd-mm-yyyy,date_dmy,,,,,,RH,,,,
form_checked_by_eos,end_of_study,,text,"Form checked by",,,,,,,,,RH,,,,
date_checked_by_eos,end_of_study,,text,Date,,dd-mm-yyyy,date_dmy,,,,,,RH,,,,
deo_notes_eos,end_of_study,,notes,"DEO notes",,"DEO: enter any comments you have here",,,,,,,,,,,
